Device,BatterymAh,price_prep,Chipset,GPU,display_type_prep,Brand,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount,main_camera_configuration,selfie_camera_configuration,has_loudspeaker,has_jack,WLAN,NFC,bluetooth_version
800 Tough,2100,300 EUR,Qualcomm MSM8905 Snapdragon 205 (28 nm),Adreno 304,TFT,Nokia576,False,False,2019.0,September 05,161.0,145.4,62.1,16.1,2.4,19.8,240.0,320.0,4:3,167.0,KaiOS 2.5.2,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,4.1
8000 4G,1500,110 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,TFT,Nokia576,False,False,2020.0,November 13,110.2,132.2,56.5,12.3,2.8,32.5,240.0,320.0,4:3,143.0,KaiOS 2.5,4.0,Single,None,True,True,Yes,False,Yes
8110 4G,1500,140 EUR,Qualcomm MSM8905 Snapdragon 205 (28 nm),Adreno 304,TFT,Nokia576,False,False,2018.0,February 25,117.0,133.5,49.3,14.9,2.4,27.1,240.0,320.0,4:3,167.0,KaiOS 2.5.1,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,4.1
8XT,1800,170 EUR,Qualcomm MSM8930 Snapdragon 400 (28 nm),Adreno 305,IPS,HTC287,False,False,2013.0,"June. Released 2013, June",120.0,132.1,66.0,9.9,4.3,60.4,480.0,800.0,5:3,217.0,Microsoft Windows Phone 8,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
9 PureView,3320,210 EUR,Qualcomm SDM845 Snapdragon 845 (10 nm),Adreno 630,P-OLED,Nokia576,False,False,2019.0,February 24,172.0,155.0,75.0,8.0,5.99,79.7,1440.0,2880.0,18:9,538.0,Android 9.0 ,8.0,Penta,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
A Plus,2000,70 EUR,Mediatek MT6580 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2016.0,"September. Released 2016, September",146.0,133.0,66.0,9.9,4.5,63.6,480.0,854.0,16:9,218.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
A10-70 A7600,6340,190 EUR,Mediatek MT8382 (28 nm),Mali-400MP2,IPS,Lenovo246,True,True,2014.0,"April. Released 2014, June",550.0,264.1,176.5,9.0,10.1,63.5,800.0,1280.0,16:10,149.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A1000,2000,60 EUR,Spreadtrum SC7731,Mali-400MP2,TFT,Lenovo246,False,False,2015.0,"September 01. Released 2015, September 01",132.0,124.5,64.0,10.6,4.0,57.2,480.0,800.0,5:3,233.0,Android 5.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
A101,7000,300 EUR,Unisoc Tiger T618 (12 nm),Mali G52 MP2,IPS,HTC287,False,False,2022.0,July 04,530.0,241.5,160.3,8.4,10.1,76.4,1200.0,1920.0,16:10,224.0,Android 11,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
A102,8000,170 EUR,Mediatek MT6769 Helio G85 (12nm),Mali-G52 MC2,IPS,HTC287,False,False,2023.0,July 13,533.0,257.9,162.5,7.9,11.0,82.2,1200.0,2000.0,5:3,212.0,Android 12,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
A103,6000,140 EUR,Mediatek MT6761B Helio A22 (12 nm),PowerVR GE8320,IPS,HTC287,False,False,2023.0,July,440.0,244.0,162.6,8.5,10.1,74.6,800.0,1280.0,16:10,149.0,Android 13,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
A103 Plus,6000,190 EUR,Mediatek MT8768A (12 nm),PowerVR GE8320,IPS,HTC287,False,False,2023.0,July 19,430.0,239.2,157.9,7.9,10.1,78.3,1200.0,1920.0,16:10,224.0,Android 13,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
A1900,1500,60 EUR,Spreadtrum SC7730,Mali-400,IPS,Lenovo246,False,False,2015.0,"April. Released 2015, April",117.0,121.0,62.0,9.5,4.0,60.7,480.0,800.0,5:3,233.0,Android 4.4.2 ,4.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,2.0
A2010,2000,70 EUR,Mediatek MT6735M (28 nm),Mali-T720MP2,TFT,Lenovo246,False,False,2015.0,"August. Released 2015, September",137.0,131.5,66.5,9.9,4.5,63.8,480.0,854.0,16:9,218.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A316i,1300,50 EUR,Mediatek MT6572 (28 nm),Mali-400,IPS,Lenovo246,False,False,2014.0,"April. Released 2014, April",121.0,117.0,63.5,12.2,4.0,61.3,480.0,800.0,5:3,233.0,Android 4.2.2 ,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A319,1500,70 EUR,Mediatek MT6572 (28 nm),Mali-400,TFT,Lenovo246,False,False,2014.0,"October. Released 2014, October",130.0,123.5,63.8,10.2,4.0,57.8,480.0,800.0,5:3,233.0,Android 4.4.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A3690,2300,110 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2015.0,"October. Released 2015, October",140.0,141.2,71.2,8.8,5.0,68.6,720.0,1280.0,16:9,294.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
A369i,1500,70 EUR,Mediatek MT6572 (28 nm),Mali-400,TFT,Lenovo246,False,False,2013.0,"Q3. Released 2013, Q3",120.0,124.0,64.0,11.7,4.0,57.4,480.0,800.0,5:3,233.0,Android 4.2.2 ,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A390,1500,70 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,TFT,Lenovo246,False,False,2013.0,"April. Released 2013, April",131.0,125.6,64.0,10.1,4.0,56.7,480.0,800.0,5:3,233.0,Android 4.0.4 ,2.0,Single,None,True,True,Wi-Fi 802.11 a/b/g/n,False,3.0
A3900,2300,70 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,IPS,Lenovo246,False,False,2015.0,"May. Released 2015, August",157.0,142.8,71.8,9.0,5.0,67.2,480.0,854.0,16:9,196.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A5,4000,120 EUR,Mediatek MT6739 (28 nm),PowerVR GE8100,IPS,Lenovo246,False,False,2018.0,June,160.0,146.2,70.9,9.8,5.45,73.9,720.0,1440.0,18:9,295.0,Android 8.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,False,4.2
A5000,4000,150 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2015.0,"February. Released 2015, April",160.0,140.0,71.4,10.0,5.0,68.9,720.0,1280.0,16:9,294.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A516,2000,110 EUR,Mediatek MT6572 (28 nm),Mali-400,IPS,Lenovo246,False,False,2013.0,"Q3. Released 2013, Q3",146.0,132.0,66.7,9.9,4.5,63.4,480.0,854.0,16:9,218.0,Android 4.2.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A536,2000,100 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"Q3. Released 2014, Q3",148.0,139.6,72.0,10.0,5.0,68.5,480.0,854.0,16:9,196.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A6 Note,4000,100 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2019.0,September,172.0,154.7,72.9,9.2,6.09,80.7,720.0,1560.0,5:9,282.0,Android 9.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
A6000,2300,100 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Lenovo246,False,False,2015.0,"January 09. Released 2015, January 28",128.0,141.0,70.0,8.2,5.0,69.8,720.0,1280.0,16:9,294.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A6000 Plus,2300,110 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Lenovo246,False,False,2015.0,"April. Released 2015, April",128.0,141.0,70.0,8.2,5.0,69.8,720.0,1280.0,16:9,294.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A6010,2300,150 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Lenovo246,True,True,2015.0,"September. Released 2015, October",128.0,141.0,70.0,8.2,5.0,69.8,720.0,1280.0,16:9,294.0,Android 5 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A6010 Plus,2300,160 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Lenovo246,True,True,2015.0,"September. Released 2015, October",128.0,141.0,70.0,8.2,5.0,69.8,720.0,1280.0,16:9,294.0,Android 5 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A606,2000,120 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"September. Released 2014, September",170.0,141.5,73.2,9.1,5.0,66.5,480.0,854.0,16:9,196.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A630,2500,80 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,IPS,Lenovo246,False,False,2013.0,"September. Released 2013, September",159.0,131.0,66.0,10.0,4.5,64.5,480.0,854.0,16:9,218.0,Android 4.0.4 ,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,2.0
A660,1500,190 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,IPS,Lenovo246,False,False,2012.0,"September. Released Exp. release 2012, October",138.0,125.0,65.0,10.5,4.0,56.1,480.0,800.0,5:3,233.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,Yes
A6600,2300,110 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2016.0,"September. Released 2016, October",142.0,141.0,71.0,8.8,5.0,68.8,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A6600 Plus,2300,130 EUR,Mediatek MT6735P (28 nm),Mali-T720MP2,IPS,Lenovo246,False,False,2016.0,"September. Released 2016, October",142.0,141.0,71.0,8.8,5.0,68.8,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A680,2000,110 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,TFT,Lenovo246,False,False,2014.0,"May. Released 2014, May",165.0,145.0,73.5,10.8,5.0,64.6,480.0,854.0,16:9,196.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A7 XL,4000,260 EUR,Mediatek MT6750S (28 nm),Mali-T860MP2,IPS,alcatel409,False,False,2017.0,September,175.0,159.6,81.5,8.7,6.0,76.3,1080.0,1920.0,16:9,367.0,Android 7.1 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.2
A7-30 A3300,3500,80 EUR,Mediatek MT8382M (28 nm),Mali-400MP2,IPS,Lenovo246,True,True,2014.0,"April. Released 2014, May",327.0,198.0,119.8,10.5,7.0,58.1,600.0,1024.0,16:9,170.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A7-50 A3500,3450,120 EUR,Mediatek MT8382 (28 nm),Mali-400MP2,IPS,Lenovo246,True,True,2014.0,"April. Released 2014, June",320.0,198.0,121.2,9.9,7.0,59.2,800.0,1280.0,16:10,216.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A7000,2900,150 EUR,Mediatek MT6752m,Mali-T760MP2,IPS,Lenovo246,False,False,2015.0,"March 02. Released 2015, April 07",140.0,152.6,76.2,8.0,5.5,71.7,720.0,1280.0,16:9,267.0,Android 5.0.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A7000 Plus,2900,190 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,IPS,Lenovo246,False,False,2015.0,"September. Released 2015, September",140.0,152.6,76.2,8.0,5.5,71.7,1080.0,1920.0,16:9,401.0,Android 5.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A7000 Turbo,2900,180 EUR,Mediatek MT6752 (28 nm),Mali-T760MP2,IPS,Lenovo246,False,False,2016.0,"January. Released 2016, January",150.0,152.6,76.2,8.0,5.5,71.7,1080.0,1920.0,16:9,401.0,Android 5 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
A789,2000,150 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,TFT,Lenovo246,False,False,2012.0,"June. Released 2012, August",154.8,126.6,65.4,13.2,4.0,55.0,480.0,800.0,5:3,233.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,Yes
A8 2020,5000,90 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,IPS,Lenovo246,False,False,2020.0,October 15,205.0,163.8,75.6,9.3,6.53,87.2,720.0,1560.0,5:9,259.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
A8-50 A5500,4200,140 EUR,Mediatek MT8382 (28 nm),Mali-400MP2,IPS,Lenovo246,True,True,2014.0,"April. Released 2014, June",360.0,217.0,136.0,8.9,8.0,62.9,800.0,1280.0,16:10,189.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A800,2000,120 EUR,Mediatek MT6577T (40 nm),PowerVR SGX531,IPS,Lenovo246,False,False,2013.0,"January. Released 2013, January",155.0,133.5,68.9,11.5,4.5,60.7,480.0,854.0,16:9,218.0,Android 4.0.4 ,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A850,2250,150 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2013.0,"August. Released 2013, August",184.0,153.5,79.3,9.5,5.5,68.5,540.0,960.0,16:9,200.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A850+,2500,160 EUR,Mediatek MT6592M (28 nm),Mali-450MP4,IPS,Lenovo246,False,False,2014.0,"March. Released 2014, April",161.0,150.0,77.0,8.9,5.5,72.2,540.0,960.0,16:9,200.0,Android 4.2.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A859,2250,140 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"January. Released 2014, April",163.3,142.0,72.5,9.2,5.0,66.9,720.0,1280.0,16:9,294.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A880,2500,130 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"January. Released 2014, January",196.0,164.0,85.4,9.3,6.0,70.9,540.0,960.0,16:9,184.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
A889,2500,120 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"May. Released 2014, May",192.0,164.0,85.4,9.0,6.0,70.9,540.0,960.0,16:9,184.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
A916,2500,160 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,IPS,Lenovo246,False,False,2014.0,"November. Released 2014, November",173.0,149.5,76.6,8.7,5.5,72.8,720.0,1280.0,16:9,267.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
AKA,2610,220 EUR,Qualcomm Snapdragon 400 (28 nm),Adreno 305,IPS,LG667,False,False,2015.0,"March. Released 2015, May",135.0,138.7,71.9,10.0,5.0,69.1,720.0,1280.0,16:9,294.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
ATIV S Neo,2000,310 EUR,None,None,TFT,Samsung1383,False,False,2013.0,"June. Released 2013, August",144.0,135.4,69.1,9.1,4.77,67.0,720.0,1280.0,16:9,308.0,Microsoft Windows Phone 8,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g,True,Yes
Amaze 4G,1730,180 EUR,None,Adreno 220,S-LCD,HTC287,False,False,2011.0,"September. Released 2011, October",172.9,130.0,65.6,11.8,4.3,59.8,540.0,960.0,16:9,256.0,Android 2.3.4 ,2.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n,True,3.0
Aristo 2,2410,70 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,IPS,LG667,False,False,2018.0,January,139.0,144.8,71.9,8.1,5.0,66.2,720.0,1280.0,16:9,294.0,Android 7.1.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.2
Ascend D quad,1800,290 EUR,Huawei K3V2,Vivante GC4000,IPS+,Huawei441,False,False,2012.0,"February. Released 2012, August",130.0,129.0,64.9,8.9,4.5,66.7,720.0,1280.0,16:9,326.0,Android 4.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend D quad XL,2600,260 EUR,Huawei K3V2,Vivante GC4000,IPS+,Huawei441,False,False,2012.0,"February. Released 2012, September",150.0,129.0,64.0,10.9,4.5,67.6,720.0,1280.0,16:9,326.0,Android 4.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend D1,1800,210 EUR,TI OMAP 4460,PowerVR SGX540,IPS+,Huawei441,False,False,2012.0,"February. Released 2012, July",132.0,129.0,64.0,8.9,4.5,67.6,720.0,1280.0,16:9,326.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend D1 XL U9500E,2600,350 EUR,TI OMAP 4460,PowerVR SGX540,IPS,Huawei441,False,False,2012.0,Q3,132.0,129.9,64.9,8.9,4.5,66.2,720.0,1280.0,16:9,326.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend D2,3000,310 EUR,Huawei K3V2,Vivante GC4000,IPS,Huawei441,False,False,2013.0,"January. Released 2013, March",170.0,140.0,71.0,9.4,5.0,69.3,1080.0,1920.0,16:9,441.0,Android 4.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Ascend G330,1500,110 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,TFT,Huawei441,False,False,2012.0,"August. Released 2012, October",130.0,122.5,62.6,11.2,4.0,59.4,480.0,800.0,5:3,233.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Ascend G330D U8825D,1550,110 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,TFT,Huawei441,False,False,2012.0,"Q1. Released 2012, Q2",140.0,122.3,62.7,11.4,4.0,59.4,480.0,800.0,5:3,233.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Ascend G350,1730,170 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,IPS,Huawei441,False,False,2013.0,"February. Released 2013, April",140.0,125.2,65.2,12.0,4.0,55.8,480.0,800.0,5:3,233.0,Android 4.1 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Ascend G510,1700,100 EUR,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,IPS,Huawei441,False,False,2013.0,"January. Released 2013, April",150.0,134.0,67.0,9.9,4.5,62.2,480.0,854.0,16:9,218.0,Android 4.1 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,2.1
Ascend G526,1950,260 EUR,None,None,IPS,Huawei441,False,False,2013.0,"February. Released 2013, July",150.0,134.5,67.5,9.9,4.5,61.5,540.0,960.0,16:9,245.0,Android 4.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend G535,2000,110 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,Huawei441,False,False,2014.0,"Q3. Released 2014, Q3",145.0,131.0,65.3,7.9,4.5,65.3,540.0,960.0,16:9,245.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Ascend G6,2000,250 EUR,None,None,IPS,Huawei441,False,False,2014.0,"February. Released 2014, May",115.0,130.0,65.0,7.5,4.5,66.1,540.0,960.0,16:9,245.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Ascend G6 4G,2000,240 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,Huawei441,False,False,2014.0,"February. Released 2014, May",115.0,131.2,65.3,7.9,4.5,65.2,540.0,960.0,16:9,245.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend G600,1930,100 EUR,None,None,IPS,Huawei441,False,False,2012.0,"August. Released 2012, September",145.0,134.0,67.5,10.5,4.5,61.7,540.0,960.0,16:9,245.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,3.0
Ascend G615,2150,250 EUR,Huawei K3V2,Vivante GC4000,Super,Huawei441,False,False,2013.0,"January. Released 2013, March",145.0,134.0,67.5,10.5,4.5,60.2,720.0,1280.0,16:9,330.0,Android 4.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend G620s,2000,180 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Huawei441,False,False,2014.0,"September. Released 2014, November",160.0,142.9,72.0,8.5,5.0,67.0,720.0,1280.0,16:9,294.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend G630,2000,170 EUR,Qualcomm MSM8212 Snapdragon 200 (28 nm),Adreno 302,IPS,Huawei441,False,False,2014.0,"March. Released 2014, March",160.0,143.0,71.7,7.8,5.0,67.2,720.0,1280.0,16:9,294.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend G7,3000,260 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Huawei441,False,False,2014.0,"September. Released 2014, October",165.0,153.5,77.3,7.6,5.5,70.3,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend G730,2300,270 EUR,None,Mali-450MP2,IPS,Huawei441,False,False,2014.0,"February. Released 2014, April",180.0,149.5,78.0,9.6,5.5,71.5,540.0,960.0,16:9,200.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Ascend G740,2400,250 EUR,Qualcomm MSM8930 Snapdragon 400 (28 nm),Adreno 305,IPS,Huawei441,False,False,2013.0,"October. Released 2013, November",150.0,139.5,71.5,9.3,5.0,69.1,720.0,1280.0,16:9,294.0,Android 4.1.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Ascend GX1,3500,200 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Huawei441,False,False,2014.0,"December. Released 2014, December",173.0,161.0,84.5,9.2,6.0,72.9,720.0,1280.0,16:9,245.0,Android 4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend Mate,4050,230 EUR,Huawei K3V2,Vivante GC4000,IPS+,Huawei441,False,False,2013.0,"January. Released 2013, March",198.0,163.5,85.7,9.9,6.1,73.2,720.0,1280.0,16:9,241.0,Android 4.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Ascend Mate2 4G,4050,330 EUR,Qualcomm MSM8928 Snapdragon 400 (28 nm),Adreno 305,IPS+,Huawei441,False,False,2014.0,"January. Released 2014, January",202.0,161.0,84.7,9.5,6.1,75.2,720.0,1280.0,16:9,241.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Ascend Mate7,4100,340 EUR,Kirin 925 (28 nm),Mali-T628MP4,IPS,Huawei441,False,False,2014.0,"September. Released 2014, October",185.0,157.0,81.0,7.9,6.0,77.6,1080.0,1920.0,16:9,368.0,Android 4.4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Ascend Mate7 Monarch,4100,500 EUR,Kirin 925 (28 nm),Mali-T628 MP4,IPS,Huawei441,False,False,2014.0,"December. Released 2015, March",185.0,157.0,81.0,7.9,6.0,78.0,1080.0,1920.0,16:9,367.0,Android 4.4 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
Ascend P1,1670,170 EUR,TI OMAP 4460,PowerVR SGX540,Super,Huawei441,False,False,2012.0,"January. Released 2012, May",110.0,127.4,64.8,7.7,4.3,61.7,540.0,960.0,16:9,256.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend P1 LTE,2000,150 EUR,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,Super,Huawei441,False,False,2012.0,"October. Released 2012, October",135.0,132.5,65.4,9.9,4.3,58.8,540.0,960.0,16:9,256.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend P1s,1800,260 EUR,TI OMAP 4460,PowerVR SGX540,Super,Huawei441,False,False,2012.0,"January. Released 2012, September",130.0,127.4,64.8,6.7,4.3,61.7,540.0,960.0,16:9,256.0,Android 4.0 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend P2,2420,210 EUR,Huawei K3V2,Vivante GC4000,IPS,Huawei441,False,False,2013.0,"February. Released 2013, April",122.0,136.2,66.7,8.4,4.7,67.0,720.0,1280.0,16:9,312.0,Android 4.1.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Ascend P6,2000,230 EUR,Huawei K3V2,Vivante GC4000,IPS+,Huawei441,False,False,2013.0,"June. Released 2013, June",120.0,132.7,65.5,6.2,4.7,70.1,720.0,1280.0,16:9,312.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend P6 S,2000,300 EUR,None,None,IPS+,Huawei441,False,False,2014.0,"January. Released 2014, January",120.0,132.6,65.5,6.5,4.7,70.1,720.0,1280.0,16:9,312.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Ascend P7,2500,250 EUR,Kirin 910T (28 nm),Mali-450MP4,IPS,Huawei441,False,False,2014.0,"May. Released 2014, June",124.0,139.8,68.8,6.5,5.0,71.7,1080.0,1920.0,16:9,441.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,4.0
