DeviceName,Sensor
I8200 Galaxy S III mini VE,Accelerometer
I8200 Galaxy S III mini VE,gyro
I8200 Galaxy S III mini VE,proximity
I8200 Galaxy S III mini VE,compass
Galaxy S5 Duos,Fingerprint (front-mounted)
Galaxy S5 Duos,accelerometer
Galaxy S5 Duos,gyro
Galaxy S5 Duos,proximity
Galaxy S5 Duos,compass
Galaxy S5 Duos,barometer
Galaxy S5 Duos,gesture
Galaxy S5 Duos,heart rate
Galaxy S5 (octa-core),Fingerprint (front-mounted)
Galaxy S5 (octa-core),accelerometer
Galaxy S5 (octa-core),gyro
Galaxy S5 (octa-core),proximity
Galaxy S5 (octa-core),compass
Galaxy S5 (octa-core),barometer
Galaxy S5 (octa-core),gesture
Galaxy S5 (octa-core),heart rate
Galaxy S5 (USA),Fingerprint (front-mounted)
Galaxy S5 (USA),accelerometer
Galaxy S5 (USA),gyro
Galaxy S5 (USA),proximity
Galaxy S5 (USA),compass
Galaxy S5 (USA),barometer
Galaxy S5 (USA),gesture
Galaxy S5 (USA),heart rate
Galaxy S5,Fingerprint (front-mounted)
Galaxy S5,accelerometer
Galaxy S5,gyro
Galaxy S5,proximity
Galaxy S5,compass
Galaxy S5,barometer
Galaxy S5,gesture
Galaxy S5,heart rate
Galaxy Core LTE G386W,Accelerometer
Galaxy Core LTE G386W,proximity
Galaxy Core LTE G386W,compass
Galaxy Core LTE,Accelerometer
Galaxy Core LTE,proximity
Galaxy Core LTE,compass
Galaxy Note 3 Neo Duos,Accelerometer
Galaxy Note 3 Neo Duos,gyro
Galaxy Note 3 Neo Duos,proximity
Galaxy Note 3 Neo Duos,compass
Galaxy Tab 3 Lite 7.0 3G,Accelerometer
Galaxy Tab 3 Lite 7.0,Accelerometer
Galaxy Grand Neo,Accelerometer
Galaxy Grand Neo,proximity
Galaxy Grand Neo,compass
Galaxy Note Pro 12.2 LTE,Accelerometer
Galaxy Note Pro 12.2 LTE,gyro
Galaxy Note Pro 12.2 LTE,compass
Galaxy Note Pro 12.2 3G,Accelerometer
Galaxy Note Pro 12.2 3G,gyro
Galaxy Note Pro 12.2 3G,compass
Galaxy Note Pro 12.2,Accelerometer
Galaxy Note Pro 12.2,gyro
Galaxy Note Pro 12.2,compass
Galaxy Tab Pro 12.2 LTE,Accelerometer
Galaxy Tab Pro 12.2 LTE,gyro
Galaxy Tab Pro 12.2 LTE,compass
Galaxy Tab Pro 12.2 3G,Accelerometer
Galaxy Tab Pro 12.2 3G,gyro
Galaxy Tab Pro 12.2 3G,compass
Galaxy Tab Pro 12.2,Accelerometer
Galaxy Tab Pro 12.2,gyro
Galaxy Tab Pro 12.2,compass
Galaxy Tab Pro 10.1 LTE,Accelerometer
Galaxy Tab Pro 10.1 LTE,gyro
Galaxy Tab Pro 10.1 LTE,compass
Galaxy Tab Pro 10.1,Accelerometer
Galaxy Tab Pro 10.1,gyro
Galaxy Tab Pro 10.1,compass
Galaxy Tab Pro 8.4 3G/LTE,Accelerometer
Galaxy Tab Pro 8.4 3G/LTE,gyro
Galaxy Tab Pro 8.4 3G/LTE,compass
Galaxy Tab Pro 8.4,Accelerometer
Galaxy Tab Pro 8.4,gyro
Galaxy Camera 2 GC200,Accelerometer
Galaxy Camera 2 GC200,gyro
Galaxy Camera 2 GC200,compass
Galaxy Core Advance,Accelerometer
Galaxy Core Advance,proximity
Galaxy S4 Active LTE-A,Accelerometer
Galaxy S4 Active LTE-A,gyro
Galaxy S4 Active LTE-A,proximity
Galaxy S4 Active LTE-A,compass
Galaxy S4 Active LTE-A,barometer
Galaxy S4 Active LTE-A,gesture
Galaxy J,Accelerometer
Galaxy J,gyro
Galaxy J,proximity
Galaxy J,compass
Galaxy J,barometer
Galaxy J,temperature
Galaxy J,humidity
Galaxy J,gesture
Galaxy Win Pro G3812,Accelerometer
Galaxy Win Pro G3812,proximity
Galaxy Win Pro G3812,compass
Galaxy S Duos 2 S7582,Accelerometer
Galaxy S Duos 2 S7582,proximity
Galaxy S Duos 2 S7582,compass
Galaxy Grand 2,Accelerometer
Galaxy Grand 2,proximity
Galaxy Grand 2,compass
Galaxy Express 2,Accelerometer
Galaxy Express 2,gyro
Galaxy Express 2,proximity
Galaxy Express 2,compass
I9506 Galaxy S4,Accelerometer
I9506 Galaxy S4,gyro
I9506 Galaxy S4,proximity
I9506 Galaxy S4,compass
I9506 Galaxy S4,barometer
I9506 Galaxy S4,temperature
I9506 Galaxy S4,humidity
I9506 Galaxy S4,gesture
Galaxy Light,Accelerometer
Galaxy Light,proximity
Galaxy Light,compass
Galaxy Round G910S,Accelerometer
Galaxy Round G910S,gyro
Galaxy Round G910S,proximity
Galaxy Round G910S,compass
Galaxy Round G910S,barometer
Galaxy Round G910S,temperature
Galaxy Round G910S,humidity
Galaxy Round G910S,gesture
Galaxy Core Plus,Accelerometer
Galaxy Core Plus,proximity
Galaxy Note 10.1 (2014),Accelerometer
Galaxy Note 10.1 (2014),gyro
Galaxy Note 10.1 (2014),proximity
Galaxy Note 10.1 (2014),compass
Galaxy Note 3,Accelerometer
Galaxy Note 3,gyro
Galaxy Note 3,proximity
Galaxy Note 3,compass
Galaxy Note 3,barometer
Galaxy Note 3,temperature
Galaxy Note 3,humidity
Galaxy Note 3,gesture
ATIV S Neo,Accelerometer
ATIV S Neo,proximity
Galaxy S4 zoom,Accelerometer
Galaxy S4 zoom,gyro
Galaxy S4 zoom,proximity
Galaxy S4 zoom,compass
Galaxy Ace 3,Accelerometer
Galaxy Ace 3,proximity
Galaxy Ace 3,compass
I9190 Galaxy S4 mini,Accelerometer
I9190 Galaxy S4 mini,gyro
I9190 Galaxy S4 mini,proximity
I9190 Galaxy S4 mini,compass
I9295 Galaxy S4 Active,Accelerometer
I9295 Galaxy S4 Active,gyro
I9295 Galaxy S4 Active,proximity
I9295 Galaxy S4 Active,compass
I9295 Galaxy S4 Active,barometer
I9295 Galaxy S4 Active,gesture
Galaxy Tab 3 8.0,Accelerometer
Galaxy Tab 3 8.0,compass
Galaxy Tab 3 8.0,proximity (3G/LTE models only)
Galaxy Tab 3 10.1 P5220,Accelerometer
Galaxy Tab 3 10.1 P5220,compass
Galaxy Tab 3 10.1 P5200,Accelerometer
Galaxy Tab 3 10.1 P5200,compass
Galaxy Tab 3 10.1 P5210,Accelerometer
Galaxy Tab 3 10.1 P5210,compass
Galaxy Exhibit T599,Accelerometer
Galaxy Exhibit T599,gyro
Galaxy Exhibit T599,proximity
Galaxy Exhibit T599,compass
Galaxy Core I8260,Accelerometer
Galaxy Core I8260,proximity
Galaxy Core I8260,compass
Galaxy Tab 3 7.0 WiFi,Accelerometer
Galaxy Tab 3 7.0 WiFi,compass
Galaxy Tab 3 7.0,Accelerometer
Galaxy Tab 3 7.0,gyro
Galaxy Tab 3 7.0,proximity
Galaxy Tab 3 7.0,compass
Galaxy Mega 6.3 I9200,Accelerometer
Galaxy Mega 6.3 I9200,gyro
Galaxy Mega 6.3 I9200,proximity
Galaxy Mega 6.3 I9200,compass
Galaxy Mega 5.8 I9150,Accelerometer
Galaxy Mega 5.8 I9150,gyro
Galaxy Mega 5.8 I9150,proximity
Galaxy Mega 5.8 I9150,compass
Galaxy Trend II Duos S7572,Accelerometer
Galaxy Trend II Duos S7572,proximity
Galaxy Win I8550,Accelerometer
Galaxy Win I8550,proximity
Galaxy Win I8550,compass
I9505 Galaxy S4,Accelerometer
I9505 Galaxy S4,gyro
I9505 Galaxy S4,proximity
I9505 Galaxy S4,compass
I9505 Galaxy S4,barometer
I9505 Galaxy S4,temperature
I9505 Galaxy S4,humidity
I9505 Galaxy S4,gesture
I9500 Galaxy S4,Accelerometer
I9500 Galaxy S4,gyro
I9500 Galaxy S4,proximity
I9500 Galaxy S4,compass
I9500 Galaxy S4,barometer
I9500 Galaxy S4,temperature
I9500 Galaxy S4,humidity
I9500 Galaxy S4,gesture
I9502 Galaxy S4,Accelerometer
I9502 Galaxy S4,gyro
I9502 Galaxy S4,proximity
I9502 Galaxy S4,compass
I9502 Galaxy S4,barometer
I9502 Galaxy S4,temperature
I9502 Galaxy S4,humidity
I9502 Galaxy S4,gesture
Galaxy S4 CDMA,Accelerometer
Galaxy S4 CDMA,gyro
Galaxy S4 CDMA,proximity
Galaxy S4 CDMA,compass
Galaxy S4 CDMA,barometer
Galaxy S4 CDMA,temperature
Galaxy S4 CDMA,humidity
Galaxy S4 CDMA,gesture
Galaxy Note 8.0,Accelerometer
Galaxy Note 8.0,gyro
Galaxy Note 8.0,proximity
Galaxy Note 8.0,compass
Galaxy Note 8.0 Wi-Fi,Accelerometer
Galaxy Note 8.0 Wi-Fi,gyro
Galaxy Note 8.0 Wi-Fi,proximity
Galaxy Note 8.0 Wi-Fi,compass
Galaxy Express I8730,Accelerometer
Galaxy Express I8730,gyro
Galaxy Express I8730,proximity
Galaxy Express I8730,compass
S7710 Galaxy Xcover 2,Accelerometer
S7710 Galaxy Xcover 2,gyro
S7710 Galaxy Xcover 2,proximity
S7710 Galaxy Xcover 2,compass
Ativ Odyssey I930,Accelerometer
Ativ Odyssey I930,gyro
Ativ Odyssey I930,proximity
Ativ Odyssey I930,compass
I9105 Galaxy S II Plus,Accelerometer
I9105 Galaxy S II Plus,gyro
I9105 Galaxy S II Plus,proximity
I9105 Galaxy S II Plus,compass
Galaxy Grand I9082,Accelerometer
Galaxy Grand I9082,gyro
Galaxy Grand I9082,proximity
Galaxy Grand I9082,compass
Galaxy Grand I9080,Accelerometer
Galaxy Grand I9080,gyro
Galaxy Grand I9080,proximity
Galaxy Grand I9080,compass
Galaxy Note LTE 10.1 N8020,Accelerometer
Galaxy Note LTE 10.1 N8020,gyro
Galaxy Note LTE 10.1 N8020,compass
Galaxy Axiom R830,Accelerometer
Galaxy Axiom R830,proximity
Galaxy Stratosphere II I415,Accelerometer
Galaxy Stratosphere II I415,proximity
Galaxy Stratosphere II I415,compass
Galaxy Pop SHV-E220,Accelerometer
Galaxy Pop SHV-E220,gyro
Galaxy Pop SHV-E220,proximity
Galaxy Pop SHV-E220,compass
Galaxy Premier I9260,Accelerometer
Galaxy Premier I9260,gyro
Galaxy Premier I9260,proximity
Galaxy Premier I9260,compass
Google Nexus 10 P8110,Accelerometer
Google Nexus 10 P8110,gyro
Google Nexus 10 P8110,proximity
Google Nexus 10 P8110,compass
Google Nexus 10 P8110,barometer
Ativ Tab P8510,Accelerometer
Ativ Tab P8510,gyro
Ativ Tab P8510,grip
I8190 Galaxy S III mini,Accelerometer
I8190 Galaxy S III mini,gyro
I8190 Galaxy S III mini,proximity
I8190 Galaxy S III mini,compass
Galaxy Rugby Pro I547,Accelerometer
Galaxy Rugby Pro I547,proximity
Galaxy Express I437,Accelerometer
Galaxy Express I437,proximity
Galaxy Express I437,compass
I9305 Galaxy S III,Accelerometer
I9305 Galaxy S III,gyro
I9305 Galaxy S III,proximity
I9305 Galaxy S III,compass
I9305 Galaxy S III,barometer
Galaxy Victory 4G LTE L300,Accelerometer
Galaxy Victory 4G LTE L300,proximity
Galaxy Victory 4G LTE L300,compass
Galaxy S Relay 4G T699,Accelerometer
Galaxy S Relay 4G T699,gyro
Galaxy S Relay 4G T699,proximity
Galaxy S Relay 4G T699,compass
Galaxy Note II N7100,Accelerometer
Galaxy Note II N7100,gyro
Galaxy Note II N7100,proximity
Galaxy Note II N7100,compass
Galaxy Note II N7100,barometer
Galaxy Note II CDMA,Accelerometer
Galaxy Note II CDMA,gyro
Galaxy Note II CDMA,proximity
Galaxy Note II CDMA,compass
Galaxy Note II CDMA,barometer
Ativ S I8750,Accelerometer
Ativ S I8750,gyro
Ativ S I8750,proximity
Ativ S I8750,compass
Galaxy Camera GC100,Accelerometer
Galaxy Camera GC100,gyro
Galaxy Camera GC100,compass
Galaxy Tab 2 7.0 I705,Accelerometer
Galaxy Tab 2 7.0 I705,gyro
Galaxy Tab 2 7.0 I705,proximity
Galaxy Tab 2 7.0 I705,compass
Galaxy Note 10.1 N8000,Accelerometer
Galaxy Note 10.1 N8000,gyro
Galaxy Note 10.1 N8000,compass
Galaxy Note 10.1 N8010,Accelerometer
Galaxy Note 10.1 N8010,gyro
Galaxy Note 10.1 N8010,compass
Galaxy S III T999,Accelerometer
Galaxy S III T999,gyro
Galaxy S III T999,proximity
Galaxy S III T999,compass
Galaxy S III T999,barometer
Galaxy S III I747,Accelerometer
Galaxy S III I747,gyro
Galaxy S III I747,proximity
Galaxy S III I747,compass
Galaxy S III I747,barometer
Galaxy S III CDMA,Accelerometer
Galaxy S III CDMA,gyro
Galaxy S III CDMA,proximity
Galaxy S III CDMA,compass
Galaxy S III CDMA,barometer
I9300 Galaxy S III,Accelerometer
I9300 Galaxy S III,gyro
I9300 Galaxy S III,proximity
I9300 Galaxy S III,compass
I9300 Galaxy S III,barometer
I8530 Galaxy Beam,Accelerometer
I8530 Galaxy Beam,gyro
I8530 Galaxy Beam,proximity
I8530 Galaxy Beam,compass
Galaxy Tab 2 10.1 P5110,Accelerometer
Galaxy Tab 2 10.1 P5110,gyro
Galaxy Tab 2 10.1 P5110,compass
Galaxy Tab 2 10.1 P5100,Accelerometer
Galaxy Tab 2 10.1 P5100,gyro
Galaxy Tab 2 10.1 P5100,compass
Galaxy Ace 2 I8160,Accelerometer
Galaxy Ace 2 I8160,proximity
Galaxy Ace 2 I8160,compass
Galaxy Tab 2 7.0 P3110,Accelerometer
Galaxy Tab 2 7.0 P3110,gyro
Galaxy Tab 2 7.0 P3110,compass
Galaxy Tab 2 7.0 P3100,Accelerometer
Galaxy Tab 2 7.0 P3100,gyro
Galaxy Tab 2 7.0 P3100,proximity
Galaxy Tab 2 7.0 P3100,compass
I9070 Galaxy S Advance,Accelerometer
I9070 Galaxy S Advance,gyro
I9070 Galaxy S Advance,proximity
I9070 Galaxy S Advance,compass
Galaxy Nexus I9250M,Accelerometer
Galaxy Nexus I9250M,gyro
Galaxy Nexus I9250M,proximity
Galaxy Nexus I9250M,compass
Galaxy Nexus I9250M,barometer
Galaxy Tab 7.7 LTE I815,Accelerometer
Galaxy Tab 7.7 LTE I815,gyro
Galaxy Tab 7.7 LTE I815,proximity
Galaxy Tab 7.7 LTE I815,compass
Galaxy Nexus LTE L700,Accelerometer
Galaxy Nexus LTE L700,gyro
Galaxy Nexus LTE L700,proximity
Galaxy Nexus LTE L700,compass
Galaxy Nexus LTE L700,barometer
Exhilarate i577,Accelerometer
Exhilarate i577,proximity
Exhilarate i577,compass
Galaxy Note I717,Accelerometer
Galaxy Note I717,gyro
Galaxy Note I717,proximity
Galaxy Note I717,compass
Galaxy Note I717,barometer
I929 Galaxy S II Duos,Accelerometer
I929 Galaxy S II Duos,gyro
I929 Galaxy S II Duos,proximity
I929 Galaxy S II Duos,compass
Galaxy Nexus i515,Accelerometer
Galaxy Nexus i515,gyro
Galaxy Nexus i515,proximity
Galaxy Nexus i515,compass
Galaxy Nexus i515,barometer
Galaxy Nexus I9250,Accelerometer
Galaxy Nexus I9250,gyro
Galaxy Nexus I9250,proximity
Galaxy Nexus I9250,compass
Galaxy Nexus I9250,barometer
I9100G Galaxy S II,Accelerometer
I9100G Galaxy S II,gyro
I9100G Galaxy S II,proximity
I9100G Galaxy S II,compass
i927 Captivate Glide,Accelerometer
i927 Captivate Glide,gyro
i927 Captivate Glide,proximity
i927 Captivate Glide,compass
P6200 Galaxy Tab 7.0 Plus,Accelerometer
P6200 Galaxy Tab 7.0 Plus,gyro
P6200 Galaxy Tab 7.0 Plus,proximity
P6200 Galaxy Tab 7.0 Plus,compass
Galaxy S II HD LTE,Accelerometer
Galaxy S II HD LTE,gyro
Galaxy S II HD LTE,proximity
Galaxy S II HD LTE,compass
P6800 Galaxy Tab 7.7,Accelerometer
P6800 Galaxy Tab 7.7,gyro
P6800 Galaxy Tab 7.7,proximity
P6800 Galaxy Tab 7.7,compass
Galaxy Note N7000,Accelerometer
Galaxy Note N7000,gyro
Galaxy Note N7000,proximity
Galaxy Note N7000,compass
Galaxy Note N7000,barometer
Galaxy S II I777,Accelerometer
Galaxy S II I777,gyro
Galaxy S II I777,proximity
Galaxy S II I777,compass
Galaxy S II T989,Accelerometer
Galaxy S II T989,gyro
Galaxy S II T989,proximity
Galaxy S II T989,compass
Galaxy S II Epic 4G Touch,Accelerometer
Galaxy S II Epic 4G Touch,gyro
Galaxy S II Epic 4G Touch,proximity
Galaxy S II Epic 4G Touch,compass
Galaxy S II LTE I9210,Accelerometer
Galaxy S II LTE I9210,gyro
Galaxy S II LTE I9210,proximity
Galaxy S II LTE I9210,compass
Galaxy S II 4G I9100M,Accelerometer
Galaxy S II 4G I9100M,gyro
Galaxy S II 4G I9100M,proximity
Galaxy S II 4G I9100M,compass
I9103 Galaxy R,Accelerometer
I9103 Galaxy R,gyro
I9103 Galaxy R,proximity
I9103 Galaxy R,compass
P7500 Galaxy Tab 10.1 3G,Accelerometer
P7500 Galaxy Tab 10.1 3G,gyro
P7500 Galaxy Tab 10.1 3G,compass
Galaxy Tab 10.1 LTE I905,Accelerometer
Galaxy Tab 10.1 LTE I905,gyro
Galaxy Tab 10.1 LTE I905,compass
Galaxy Tab 10.1 P7510,Accelerometer
Galaxy Tab 10.1 P7510,gyro
Galaxy Tab 10.1 P7510,compass
Galaxy Tab 8.9 P7300,Accelerometer
Galaxy Tab 8.9 P7300,gyro
Galaxy Tab 8.9 P7300,compass
I9100 Galaxy S II,Accelerometer
I9100 Galaxy S II,gyro
I9100 Galaxy S II,proximity
I9100 Galaxy S II,compass
P7100 Galaxy Tab 10.1v,Accelerometer
P7100 Galaxy Tab 10.1v,gyro
P7100 Galaxy Tab 10.1v,proximity
P7100 Galaxy Tab 10.1v,compass
C300,
C210,
C200,
C110,
X100,
A800,
Xperia 5 V,Fingerprint (side-mounted)
Xperia 5 V,accelerometer
Xperia 5 V,gyro
Xperia 5 V,proximity
Xperia 5 V,barometer
Xperia 5 V,compass
Xperia 5 V,color spectrum
Xperia 1 V,Fingerprint (side-mounted)
Xperia 1 V,accelerometer
Xperia 1 V,gyro
Xperia 1 V,proximity
Xperia 1 V,barometer
Xperia 1 V,compass
Xperia 1 V,color spectrum
Xperia 10 V,Fingerprint (side-mounted)
Xperia 10 V,accelerometer
Xperia 10 V,proximity
Xperia 10 V,compass
Xperia 5 IV,Fingerprint (side-mounted)
Xperia 5 IV,accelerometer
Xperia 5 IV,gyro
Xperia 5 IV,proximity
Xperia 5 IV,barometer
Xperia 5 IV,compass
Xperia 5 IV,color spectrum
Xperia 1 IV,Fingerprint (side-mounted)
Xperia 1 IV,accelerometer
Xperia 1 IV,gyro
Xperia 1 IV,proximity
Xperia 1 IV,barometer
Xperia 1 IV,compass
Xperia 1 IV,color spectrum
Xperia 10 IV,Fingerprint (side-mounted)
Xperia 10 IV,accelerometer
Xperia 10 IV,proximity
Xperia 10 IV,compass
Xperia Pro-I,Fingerprint (side-mounted)
Xperia Pro-I,accelerometer
Xperia Pro-I,gyro
Xperia Pro-I,proximity
Xperia Pro-I,barometer
Xperia Pro-I,compass
Xperia Pro-I,color spectrum
Xperia 10 III Lite,Fingerprint (side-mounted)
Xperia 10 III Lite,accelerometer
Xperia 10 III Lite,proximity
Xperia 10 III Lite,compass
Xperia 1 III,Fingerprint (side-mounted)
Xperia 1 III,accelerometer
Xperia 1 III,gyro
Xperia 1 III,proximity
Xperia 1 III,barometer
Xperia 1 III,compass
Xperia 1 III,color spectrum
Xperia 5 III,Fingerprint (side-mounted)
Xperia 5 III,accelerometer
Xperia 5 III,gyro
Xperia 5 III,proximity
Xperia 5 III,barometer
Xperia 5 III,compass
Xperia 5 III,color spectrum
Xperia 10 III,Fingerprint (side-mounted)
Xperia 10 III,accelerometer
Xperia 10 III,proximity
Xperia 10 III,compass
Xperia Pro,Fingerprint (side-mounted)
Xperia Pro,accelerometer
Xperia Pro,gyro
Xperia Pro,proximity
Xperia Pro,barometer
Xperia Pro,compass
Xperia Pro,color spectrum
Xperia 5 II,Fingerprint (side-mounted)
Xperia 5 II,accelerometer
Xperia 5 II,gyro
Xperia 5 II,proximity
Xperia 5 II,barometer
Xperia 5 II,compass
Xperia 5 II,color spectrum
Xperia 1 II,Fingerprint (side-mounted)
Xperia 1 II,accelerometer
Xperia 1 II,gyro
Xperia 1 II,proximity
Xperia 1 II,barometer
Xperia 1 II,compass
Xperia 1 II,color spectrum
Xperia 10 II,Fingerprint (side-mounted)
Xperia 10 II,accelerometer
Xperia 10 II,proximity
Xperia 10 II,compass
Xperia L4,Fingerprint (side-mounted)
Xperia L4,accelerometer
Xperia L4,proximity
Xperia L4,compass
Xperia 5,Fingerprint (side-mounted)
Xperia 5,accelerometer
Xperia 5,gyro
Xperia 5,proximity
Xperia 5,barometer
Xperia 5,compass
Xperia 5,color spectrum
Xperia 1,Fingerprint (side-mounted)
Xperia 1,accelerometer
Xperia 1,gyro
Xperia 1,proximity
Xperia 1,barometer
Xperia 1,compass
Xperia 1,color spectrum
Xperia 10 Plus,Fingerprint (side-mounted)
Xperia 10 Plus,accelerometer
Xperia 10 Plus,proximity
Xperia 10 Plus,compass
Xperia 10,Fingerprint (side-mounted)
Xperia 10,accelerometer
Xperia 10,proximity
Xperia 10,compass
Xperia L3,Fingerprint (side-mounted)
Xperia L3,accelerometer
Xperia L3,proximity
Xperia L3,compass
Xperia XA2 Plus,Fingerprint (rear-mounted)
Xperia XA2 Plus,accelerometer
Xperia XA2 Plus,proximity
Xperia XA2 Plus,compass
Xperia XZ3,Fingerprint (rear-mounted)
Xperia XZ3,accelerometer
Xperia XZ3,gyro
Xperia XZ3,proximity
Xperia XZ3,barometer
Xperia XZ3,compass
Xperia XZ3,color spectrum
Xperia XZ2 Premium,Fingerprint (rear-mounted)
Xperia XZ2 Premium,accelerometer
Xperia XZ2 Premium,gyro
Xperia XZ2 Premium,proximity
Xperia XZ2 Premium,barometer
Xperia XZ2 Premium,compass
Xperia XZ2 Premium,color spectrum
Xperia XZ2,Fingerprint (rear-mounted)
Xperia XZ2,accelerometer
Xperia XZ2,gyro
Xperia XZ2,proximity
Xperia XZ2,barometer
Xperia XZ2,compass
Xperia XZ2,color spectrum
Xperia XZ2 Compact,Fingerprint (rear-mounted)
Xperia XZ2 Compact,accelerometer
Xperia XZ2 Compact,gyro
Xperia XZ2 Compact,proximity
Xperia XZ2 Compact,barometer
Xperia XZ2 Compact,compass
Xperia XZ2 Compact,color spectrum
Xperia XA2 Ultra,Fingerprint (rear-mounted)
Xperia XA2 Ultra,accelerometer
Xperia XA2 Ultra,proximity
Xperia XA2 Ultra,compass
Xperia XA2,Fingerprint (rear-mounted)
Xperia XA2,accelerometer
Xperia XA2,proximity
Xperia XA2,compass
Xperia L2,Fingerprint (rear-mounted)
Xperia L2,accelerometer
Xperia L2,proximity
Xperia L2,compass
Xperia XZ1,Fingerprint (side-mounted)
Xperia XZ1,accelerometer
Xperia XZ1,gyro
Xperia XZ1,proximity
Xperia XZ1,barometer
Xperia XZ1,compass
Xperia XZ1,color spectrum
Xperia XA1 Plus,Fingerprint (side-mounted)
Xperia XA1 Plus,accelerometer
Xperia XA1 Plus,proximity
Xperia XA1 Plus,compass
Xperia XZ1 Compact,Fingerprint (side-mounted)
Xperia XZ1 Compact,accelerometer
Xperia XZ1 Compact,gyro
Xperia XZ1 Compact,proximity
Xperia XZ1 Compact,barometer
Xperia XZ1 Compact,compass
Xperia XZ1 Compact,color spectrum
Xperia L1,Accelerometer
Xperia L1,proximity
Xperia L1,compass
Xperia XZs,Fingerprint (side-mounted
Xperia XZs,region dependent)
Xperia XZs,accelerometer
Xperia XZs,gyro
Xperia XZs,proximity
Xperia XZs,barometer
Xperia XZs,compass
Xperia XZs,color spectrum
Xperia XZ Premium,Fingerprint (side-mounted
Xperia XZ Premium,region dependent)
Xperia XZ Premium,accelerometer
Xperia XZ Premium,gyro
Xperia XZ Premium,proximity
Xperia XZ Premium,barometer
Xperia XZ Premium,compass
Xperia XZ Premium,color spectrum
Xperia XA1 Ultra,Accelerometer
Xperia XA1 Ultra,proximity
Xperia XA1 Ultra,compass
Xperia XA1,Accelerometer
Xperia XA1,proximity
Xperia XA1,compass
Xperia XZ,Fingerprint (side-mounted)
Xperia XZ,accelerometer
Xperia XZ,gyro
Xperia XZ,proximity
Xperia XZ,barometer
Xperia XZ,compass
Xperia XZ,color spectrum
Xperia E5,Accelerometer
Xperia E5,proximity
Xperia E5,compass
Xperia XA Ultra,Accelerometer
Xperia XA Ultra,proximity
Xperia XA Ultra,compass
Xperia X Performance,Fingerprint (side-mounted)
Xperia X Performance,accelerometer
Xperia X Performance,gyro
Xperia X Performance,proximity
Xperia X Performance,barometer
Xperia X Performance,compass
Xperia XA Dual,Accelerometer
Xperia XA Dual,proximity
Xperia XA Dual,compass
Xperia XA,Accelerometer
Xperia XA,proximity
Xperia XA,compass
Xperia Z5 Premium Dual,Fingerprint (side-mounted)
Xperia Z5 Premium Dual,accelerometer
Xperia Z5 Premium Dual,gyro
Xperia Z5 Premium Dual,proximity
Xperia Z5 Premium Dual,compass
Xperia Z5 Premium Dual,barometer
Xperia Z5 Premium,Fingerprint (side-mounted)
Xperia Z5 Premium,accelerometer
Xperia Z5 Premium,gyro
Xperia Z5 Premium,proximity
Xperia Z5 Premium,compass
Xperia Z5 Premium,barometer
Xperia Z5 Dual,Fingerprint (side-mounted; EU model only)
Xperia Z5 Dual,accelerometer
Xperia Z5 Dual,gyro
Xperia Z5 Dual,proximity
Xperia Z5 Dual,compass
Xperia Z5 Dual,barometer
Xperia Z5,Fingerprint (side-mounted; EU model only)
Xperia Z5,accelerometer
Xperia Z5,gyro
Xperia Z5,proximity
Xperia Z5,compass
Xperia Z5,barometer
Xperia Z5 Compact,Fingerprint (side-mounted; EU model only)
Xperia Z5 Compact,accelerometer
Xperia Z5 Compact,gyro
Xperia Z5 Compact,proximity
Xperia Z5 Compact,compass
Xperia Z5 Compact,barometer
Xperia M5 Dual,Accelerometer
Xperia M5 Dual,proximity
Xperia M5 Dual,compass
Xperia M5,Accelerometer
Xperia M5,proximity
Xperia M5,compass
Xperia C5 Ultra Dual,Accelerometer
Xperia C5 Ultra Dual,proximity
Xperia C5 Ultra Dual,compass
Xperia C5 Ultra,Accelerometer
Xperia C5 Ultra,proximity
Xperia C5 Ultra,compass
Xperia Z3+ dual,Accelerometer
Xperia Z3+ dual,gyro
Xperia Z3+ dual,proximity
Xperia Z3+ dual,compass
Xperia Z3+ dual,barometer
Xperia Z3+,Accelerometer
Xperia Z3+,gyro
Xperia Z3+,proximity
Xperia Z3+,compass
Xperia Z3+,barometer
Xperia C4 Dual,Accelerometer
Xperia C4 Dual,proximity
Xperia C4 Dual,compass
Xperia C4,Accelerometer
Xperia C4,proximity
Xperia C4,compass
Xperia M4 Aqua Dual,Accelerometer
Xperia M4 Aqua Dual,proximity
Xperia M4 Aqua Dual,compass
Xperia M4 Aqua,Accelerometer
Xperia M4 Aqua,proximity
Xperia M4 Aqua,compass
Xperia Z4 Tablet WiFi,Accelerometer
Xperia Z4 Tablet WiFi,gyro
Xperia Z4 Tablet WiFi,compass
Xperia Z4 Tablet LTE,Accelerometer
Xperia Z4 Tablet LTE,gyro
Xperia Z4 Tablet LTE,compass
Xperia E4g,Accelerometer
Xperia E4g,proximity
Xperia E4g Dual,Accelerometer
Xperia E4g Dual,proximity
Xperia E4 Dual,Accelerometer
Xperia E4 Dual,proximity
Xperia E4,Accelerometer
Xperia E4,proximity
Xperia E3 Dual,Accelerometer
Xperia E3 Dual,proximity
Xperia E3 Dual,compass
Xperia E3,Accelerometer
Xperia E3,proximity
Xperia E3,compass
Xperia Z3 Tablet Compact,Accelerometer
Xperia Z3 Tablet Compact,gyro
